application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,work_exp_group,gmat_group,gpa_group
3263,Male,True,3.55,Humanities,International,690.0,4.0,PE/VC,Deny,4-6 years,650–699,3.50–3.74
3264,Male,False,3.45,STEM,White,700.0,7.0,Retail,Deny,7+ years,650–699,3.25–3.49
3265,Male,True,3.36,Business,International,670.0,5.0,Health Care,Waitlist,4-6 years,650–699,3.25–3.49
3266,Male,False,3.08,STEM,Black,640.0,7.0,Financial Services,Deny,7+ years,600–649,3.00–3.24
3267,Male,False,3.48,Humanities,White,750.0,5.0,Consulting,Deny,4-6 years,700–749,3.25–3.49
3268,Male,True,3.19,STEM,International,680.0,3.0,Nonprofit/Gov,Deny,1-3 years,650–699,3.00–3.24
3269,Female,False,2.89,Humanities,Black,580.0,6.0,Financial Services,Deny,4-6 years,550–599,2.75–2.99
3270,Male,False,3.3,Humanities,White,650.0,4.0,Other,Deny,4-6 years,600–649,3.25–3.49
3271,Female,False,3.32,STEM,Asian,690.0,4.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
3272,Female,True,3.36,Business,International,720.0,5.0,Nonprofit/Gov,Deny,4-6 years,700–749,3.25–3.49
3273,Female,False,3.04,Business,Black,570.0,5.0,Technology,Deny,4-6 years,550–599,3.00–3.24
3274,Male,False,3.17,STEM,Asian,630.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3275,Male,False,3.27,Business,Asian,610.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3276,Male,False,3.25,STEM,Black,630.0,3.0,Consulting,Deny,1-3 years,600–649,3.00–3.24
3277,Male,False,3.25,Business,White,610.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3278,Male,False,3.24,STEM,Asian,680.0,4.0,Financial Services,Deny,4-6 years,650–699,3.00–3.24
3279,Male,False,3.14,STEM,Hispanic,620.0,6.0,Other,Deny,4-6 years,600–649,3.00–3.24
3280,Male,True,3.27,STEM,International,780.0,4.0,Consulting,Admit,4-6 years,750–800,3.25–3.49
3281,Male,False,3.31,Business,Black,780.0,4.0,Technology,Waitlist,4-6 years,750–800,3.25–3.49
3282,Male,False,3.25,Humanities,Black,620.0,7.0,Health Care,Deny,7+ years,600–649,3.00–3.24
3283,Female,True,3.01,Business,International,660.0,6.0,Financial Services,Deny,4-6 years,650–699,3.00–3.24
3284,Male,True,3.35,Humanities,International,600.0,5.0,Other,Deny,4-6 years,550–599,3.25–3.49
3285,Male,False,3.08,Humanities,Hispanic,660.0,5.0,Health Care,Deny,4-6 years,650–699,3.00–3.24
3286,Male,False,3.27,Humanities,Asian,620.0,6.0,Financial Services,Deny,4-6 years,600–649,3.25–3.49
3287,Female,False,3.12,STEM,White,570.0,3.0,Nonprofit/Gov,Deny,1-3 years,550–599,3.00–3.24
3288,Male,False,3.3,STEM,Black,650.0,5.0,Technology,Deny,4-6 years,600–649,3.25–3.49
3289,Male,False,3.2,Humanities,White,670.0,6.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
3290,Female,False,3.16,Humanities,Hispanic,570.0,6.0,Health Care,Deny,4-6 years,550–599,3.00–3.24
3291,Male,False,2.98,STEM,Asian,570.0,5.0,CPG,Deny,4-6 years,550–599,2.75–2.99
3292,Female,False,3.45,STEM,Black,720.0,4.0,Consulting,Deny,4-6 years,700–749,3.25–3.49
3293,Male,False,3.23,STEM,Asian,690.0,7.0,Nonprofit/Gov,Deny,7+ years,650–699,3.00–3.24
3294,Female,False,3.21,Business,White,630.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3295,Male,True,2.94,Humanities,International,610.0,5.0,Technology,Deny,4-6 years,600–649,2.75–2.99
3296,Male,False,3.56,Humanities,Hispanic,740.0,5.0,Consulting,Admit,4-6 years,700–749,3.50–3.74
3297,Male,True,3.05,Business,International,600.0,3.0,Consulting,Deny,1-3 years,550–599,3.00–3.24
3298,Female,False,3.17,Business,Hispanic,610.0,7.0,Technology,Deny,7+ years,600–649,3.00–3.24
3299,Male,True,3.24,Humanities,International,640.0,5.0,Financial Services,Deny,4-6 years,600–649,3.00–3.24
3300,Male,True,3.43,STEM,International,700.0,6.0,PE/VC,Admit,4-6 years,650–699,3.25–3.49
3301,Male,False,3.07,Humanities,Asian,650.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3302,Male,False,3.26,Humanities,White,590.0,7.0,CPG,Deny,7+ years,550–599,3.25–3.49
3303,Male,True,2.9,Humanities,International,610.0,4.0,Investment Management,Deny,4-6 years,600–649,2.75–2.99
3304,Male,False,3.3,Humanities,White,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3305,Male,False,3.49,Business,Black,690.0,4.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
3306,Male,False,3.43,Humanities,White,710.0,5.0,Consulting,Deny,4-6 years,700–749,3.25–3.49
3307,Male,False,3.29,STEM,Asian,700.0,5.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
3308,Male,False,2.99,Business,White,570.0,5.0,Health Care,Deny,4-6 years,550–599,2.75–2.99
3309,Female,False,3.43,Business,White,730.0,4.0,Nonprofit/Gov,Admit,4-6 years,700–749,3.25–3.49
3310,Male,False,3.41,Humanities,White,760.0,4.0,Financial Services,Admit,4-6 years,750–800,3.25–3.49
3311,Male,False,3.19,Business,White,670.0,4.0,CPG,Deny,4-6 years,650–699,3.00–3.24
3312,Female,False,3.13,Humanities,Hispanic,770.0,4.0,Consulting,Deny,4-6 years,750–800,3.00–3.24
3313,Male,False,3.3,STEM,White,650.0,7.0,Financial Services,Deny,7+ years,600–649,3.25–3.49
3314,Female,False,3.16,STEM,Black,590.0,6.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
3315,Male,False,3.16,Humanities,Asian,680.0,7.0,Health Care,Deny,7+ years,650–699,3.00–3.24
3316,Female,True,3.26,Humanities,International,590.0,5.0,Investment Banking,Deny,4-6 years,550–599,3.25–3.49
3317,Male,False,3.34,STEM,Asian,640.0,6.0,CPG,Deny,4-6 years,600–649,3.25–3.49
3318,Male,False,2.97,STEM,Asian,590.0,4.0,PE/VC,Deny,4-6 years,550–599,2.75–2.99
3319,Male,True,3.16,Business,International,700.0,6.0,Financial Services,Deny,4-6 years,650–699,3.00–3.24
3320,Male,False,3.27,Humanities,Asian,580.0,5.0,Other,Deny,4-6 years,550–599,3.25–3.49
3321,Male,False,3.25,STEM,White,690.0,6.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3322,Female,False,3.09,Humanities,Hispanic,640.0,6.0,Financial Services,Deny,4-6 years,600–649,3.00–3.24
3323,Female,True,3.23,Humanities,International,640.0,4.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
3324,Male,False,3.53,Business,Hispanic,710.0,6.0,Consulting,Deny,4-6 years,700–749,3.50–3.74
3325,Female,False,3.23,Humanities,Black,620.0,5.0,Real Estate,Deny,4-6 years,600–649,3.00–3.24
3326,Female,False,3.04,Business,Hispanic,580.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3327,Male,False,3.46,STEM,White,690.0,6.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
3328,Male,False,3.07,Business,White,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3329,Female,False,3.09,Humanities,Black,640.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3330,Male,True,3.34,Humanities,International,600.0,5.0,Nonprofit/Gov,Deny,4-6 years,550–599,3.25–3.49
3331,Female,False,3.11,Business,Other,650.0,6.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
3332,Male,True,3.35,Humanities,International,660.0,4.0,Financial Services,Deny,4-6 years,650–699,3.25–3.49
3333,Female,True,2.93,Business,International,600.0,6.0,Consulting,Deny,4-6 years,550–599,2.75–2.99
3334,Male,False,3.13,Business,Asian,630.0,3.0,Consulting,Deny,1-3 years,600–649,3.00–3.24
3335,Male,True,3.47,STEM,International,690.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
3336,Male,True,3.44,Humanities,International,630.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3337,Female,False,3.16,STEM,White,600.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3338,Male,False,3.24,Business,White,590.0,4.0,Nonprofit/Gov,Deny,4-6 years,550–599,3.00–3.24
3339,Male,False,3.17,STEM,White,580.0,6.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3340,Male,False,3.17,Humanities,Black,610.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3341,Male,True,3.34,Business,International,750.0,6.0,Financial Services,Admit,4-6 years,700–749,3.25–3.49
3342,Female,True,3.54,STEM,International,770.0,5.0,Consulting,Admit,4-6 years,750–800,3.50–3.74
3343,Male,False,3.42,Humanities,Hispanic,740.0,4.0,Financial Services,Deny,4-6 years,700–749,3.25–3.49
3344,Male,False,3.2,Humanities,Asian,660.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3345,Female,False,3.59,Humanities,White,740.0,5.0,Other,Admit,4-6 years,700–749,3.50–3.74
3346,Male,False,2.98,Humanities,White,570.0,4.0,Consulting,Deny,4-6 years,550–599,2.75–2.99
3347,Male,False,3.26,STEM,White,660.0,5.0,Investment Management,Deny,4-6 years,650–699,3.25–3.49
3348,Female,True,3.43,Business,International,620.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3349,Male,False,3.46,Business,Other,710.0,5.0,Health Care,Deny,4-6 years,700–749,3.25–3.49
3350,Female,False,3.22,STEM,White,590.0,5.0,Energy,Deny,4-6 years,550–599,3.00–3.24
3351,Male,True,3.1,STEM,International,620.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
3352,Female,True,3.11,Business,International,590.0,5.0,Technology,Deny,4-6 years,550–599,3.00–3.24
3353,Male,True,3.27,Humanities,International,690.0,5.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
3354,Female,False,3.06,Humanities,White,590.0,5.0,Health Care,Deny,4-6 years,550–599,3.00–3.24
3355,Male,True,3.01,STEM,International,660.0,4.0,Investment Banking,Deny,4-6 years,650–699,3.00–3.24
3356,Female,False,3.06,STEM,Black,620.0,5.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
3357,Male,False,3.16,Humanities,Asian,670.0,4.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
3358,Male,True,3.16,Business,International,610.0,3.0,PE/VC,Deny,1-3 years,600–649,3.00–3.24
3359,Male,False,3.04,STEM,Asian,570.0,6.0,Technology,Deny,4-6 years,550–599,3.00–3.24
3360,Male,False,3.32,Humanities,Asian,740.0,4.0,Consulting,Admit,4-6 years,700–749,3.25–3.49
3361,Female,True,3.13,Humanities,International,630.0,7.0,Consulting,Deny,7+ years,600–649,3.00–3.24
3362,Male,True,3.48,Business,International,660.0,6.0,Technology,Admit,4-6 years,650–699,3.25–3.49
3363,Female,False,3.24,STEM,White,600.0,4.0,Other,Deny,4-6 years,550–599,3.00–3.24
3364,Male,True,3.36,Business,International,770.0,4.0,PE/VC,Admit,4-6 years,750–800,3.25–3.49
3365,Male,True,3.38,Humanities,International,640.0,4.0,Financial Services,Deny,4-6 years,600–649,3.25–3.49
3366,Female,False,2.93,STEM,Black,590.0,6.0,Nonprofit/Gov,Deny,4-6 years,550–599,2.75–2.99
3367,Male,False,3.17,STEM,Black,600.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3368,Male,False,3.19,Humanities,Black,650.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3369,Female,False,3.25,STEM,Black,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3370,Female,False,2.96,Business,White,570.0,5.0,Real Estate,Deny,4-6 years,550–599,2.75–2.99
3371,Male,False,3.26,Business,White,640.0,6.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
3372,Female,True,3.28,Business,International,680.0,3.0,Consulting,Deny,1-3 years,650–699,3.25–3.49
3373,Male,False,3.25,Humanities,Black,620.0,6.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
3374,Female,False,3.12,Humanities,Black,680.0,4.0,Real Estate,Deny,4-6 years,650–699,3.00–3.24
3375,Female,False,3.07,Humanities,White,570.0,5.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
3376,Male,True,3.43,Humanities,International,780.0,5.0,Investment Banking,Deny,4-6 years,750–800,3.25–3.49
3377,Male,True,3.13,Humanities,International,660.0,5.0,Investment Banking,Deny,4-6 years,650–699,3.00–3.24
3378,Male,True,3.55,STEM,International,740.0,5.0,PE/VC,Deny,4-6 years,700–749,3.50–3.74
3379,Male,False,3.44,Business,Hispanic,720.0,8.0,Technology,Deny,7+ years,700–749,3.25–3.49
3380,Male,False,3.44,STEM,Black,670.0,7.0,Nonprofit/Gov,Waitlist,7+ years,650–699,3.25–3.49
3381,Female,True,3.21,Humanities,International,650.0,4.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
3382,Female,False,3.25,STEM,White,640.0,7.0,Technology,Deny,7+ years,600–649,3.00–3.24
3383,Male,False,3.19,Humanities,Black,680.0,5.0,Health Care,Deny,4-6 years,650–699,3.00–3.24
3384,Female,True,3.07,Humanities,International,570.0,6.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3385,Female,True,3.13,Business,International,620.0,4.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
3386,Male,True,3.36,Business,International,620.0,5.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
3387,Male,True,2.97,STEM,International,570.0,5.0,Investment Banking,Deny,4-6 years,550–599,2.75–2.99
3388,Male,False,3.26,Humanities,Asian,700.0,4.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3389,Male,False,3.11,STEM,Asian,630.0,5.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
3390,Female,True,3.21,Humanities,International,630.0,5.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
3391,Female,True,3.15,STEM,International,660.0,4.0,Other,Deny,4-6 years,650–699,3.00–3.24
3392,Male,True,3.18,Humanities,International,630.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3393,Male,False,3.43,Business,White,650.0,6.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3394,Female,False,3.53,Humanities,Hispanic,780.0,6.0,Nonprofit/Gov,Admit,4-6 years,750–800,3.50–3.74
3395,Male,False,3.21,Business,Asian,680.0,7.0,PE/VC,Deny,7+ years,650–699,3.00–3.24
3396,Male,False,3.14,Humanities,White,570.0,7.0,PE/VC,Deny,7+ years,550–599,3.00–3.24
3397,Male,False,3.27,STEM,Other,670.0,5.0,Financial Services,Admit,4-6 years,650–699,3.25–3.49
3398,Male,False,3.59,Humanities,Black,760.0,4.0,PE/VC,Deny,4-6 years,750–800,3.50–3.74
3399,Female,False,3.14,STEM,Hispanic,570.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3400,Male,False,3.13,Humanities,Asian,690.0,3.0,PE/VC,Deny,1-3 years,650–699,3.00–3.24
3401,Female,False,3.46,Business,Black,780.0,5.0,Investment Banking,Deny,4-6 years,750–800,3.25–3.49
3402,Female,False,2.87,Humanities,White,570.0,5.0,PE/VC,Deny,4-6 years,550–599,2.75–2.99
3403,Female,False,3.34,Business,Black,640.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
3404,Female,False,3.44,Humanities,White,750.0,5.0,PE/VC,Deny,4-6 years,700–749,3.25–3.49
3405,Female,False,3.43,Humanities,White,780.0,5.0,Consulting,Deny,4-6 years,750–800,3.25–3.49
3406,Male,False,2.97,Business,Black,580.0,6.0,Real Estate,Deny,4-6 years,550–599,2.75–2.99
3407,Male,False,3.43,Humanities,Hispanic,760.0,7.0,Consulting,Deny,7+ years,750–800,3.25–3.49
3408,Female,True,3.11,Humanities,International,620.0,4.0,Technology,Deny,4-6 years,600–649,3.00–3.24
3409,Female,True,3.24,STEM,International,740.0,5.0,Investment Management,Admit,4-6 years,700–749,3.00–3.24
3410,Female,True,3.49,Business,International,680.0,3.0,PE/VC,Admit,1-3 years,650–699,3.25–3.49
3411,Male,False,3.38,Humanities,White,720.0,5.0,Investment Banking,Admit,4-6 years,700–749,3.25–3.49
3412,Male,True,3.04,STEM,International,590.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3413,Female,True,3.52,Business,International,610.0,5.0,Consulting,Deny,4-6 years,600–649,3.50–3.74
3414,Female,False,3.14,STEM,White,620.0,5.0,Technology,Deny,4-6 years,600–649,3.00–3.24
3415,Male,False,3.19,Humanities,Other,670.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
3416,Female,False,3.12,Humanities,Asian,570.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
3417,Male,False,3.02,Humanities,Asian,620.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3418,Female,True,3.3,Humanities,International,720.0,4.0,Other,Deny,4-6 years,700–749,3.25–3.49
3419,Female,True,3.07,Humanities,International,600.0,6.0,Technology,Deny,4-6 years,550–599,3.00–3.24
3420,Male,False,3.19,STEM,Asian,670.0,4.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3421,Female,True,3.29,Humanities,International,690.0,4.0,Technology,Deny,4-6 years,650–699,3.25–3.49
3422,Male,True,3.36,STEM,International,720.0,6.0,Consulting,Deny,4-6 years,700–749,3.25–3.49
3423,Male,False,3.28,STEM,White,650.0,5.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
3424,Female,False,3.24,Humanities,Black,670.0,6.0,Technology,Deny,4-6 years,650–699,3.00–3.24
3425,Male,False,3.42,STEM,White,640.0,5.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
3426,Female,False,3.37,Humanities,Asian,700.0,4.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
3427,Male,False,3.16,STEM,Asian,580.0,5.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
3428,Male,True,3.1,Humanities,International,570.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
3429,Female,True,3.23,STEM,International,650.0,6.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
3430,Female,False,3.03,Humanities,White,620.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
3431,Male,True,3.27,STEM,International,710.0,3.0,Nonprofit/Gov,Deny,1-3 years,700–749,3.25–3.49
3432,Male,False,3.35,Humanities,Asian,660.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
3433,Male,True,3.38,Humanities,International,690.0,6.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
3434,Male,False,3.39,Humanities,White,650.0,5.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
3435,Male,False,3.14,Business,Black,660.0,3.0,Investment Management,Deny,1-3 years,650–699,3.00–3.24
3436,Female,True,3.3,STEM,International,650.0,4.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.25–3.49
3437,Male,False,3.13,STEM,Asian,650.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
3438,Female,True,3.13,Humanities,International,690.0,4.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
3439,Female,False,3.24,STEM,Asian,610.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3440,Female,False,3.23,STEM,Hispanic,680.0,5.0,Investment Banking,Deny,4-6 years,650–699,3.00–3.24
3441,Female,True,3.06,Business,International,600.0,5.0,Investment Banking,Deny,4-6 years,550–599,3.00–3.24
3442,Male,True,3.17,Business,International,580.0,7.0,Technology,Deny,7+ years,550–599,3.00–3.24
3443,Female,False,3.67,Humanities,Black,720.0,6.0,Consulting,Admit,4-6 years,700–749,3.50–3.74
3444,Female,False,3.31,Humanities,White,690.0,5.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
3445,Female,False,2.87,STEM,White,610.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,2.75–2.99
3446,Male,False,3.25,Humanities,White,700.0,5.0,Investment Banking,Waitlist,4-6 years,650–699,3.00–3.24
3447,Female,False,3.12,STEM,Asian,600.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3448,Female,False,3.05,Humanities,Black,570.0,6.0,Nonprofit/Gov,Deny,4-6 years,550–599,3.00–3.24
3449,Male,True,3.37,Humanities,International,630.0,6.0,Technology,Deny,4-6 years,600–649,3.25–3.49
3450,Male,False,3.45,Business,White,770.0,7.0,Consulting,Admit,7+ years,750–800,3.25–3.49
3451,Male,False,3.03,Business,White,570.0,5.0,Media/Entertainment,Deny,4-6 years,550–599,3.00–3.24
3452,Female,False,3.07,Business,White,680.0,6.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
3453,Female,False,2.99,Humanities,Asian,650.0,5.0,Consulting,Deny,4-6 years,600–649,2.75–2.99
3454,Male,False,3.35,Business,White,710.0,4.0,Consulting,Deny,4-6 years,700–749,3.25–3.49
3455,Female,False,3.01,STEM,White,580.0,5.0,Technology,Deny,4-6 years,550–599,3.00–3.24
3456,Male,True,3.34,STEM,International,700.0,6.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
3457,Male,True,3.09,Humanities,International,620.0,4.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
3458,Male,True,3.23,Business,International,680.0,5.0,Consulting,Admit,4-6 years,650–699,3.00–3.24
3459,Male,False,3.07,Business,Asian,610.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
3460,Male,True,3.31,Humanities,International,710.0,4.0,Consulting,Deny,4-6 years,700–749,3.25–3.49
3461,Male,True,3.17,STEM,International,590.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
3462,Female,False,3.03,Humanities,Other,610.0,5.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
3463,Female,False,3.4,Humanities,Asian,690.0,5.0,Nonprofit/Gov,Admit,4-6 years,650–699,3.25–3.49
3464,Male,False,3.27,STEM,White,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
